
		>>BUBBLE SORT<<
Vetor_18[38]: 28090
Vetor_18[39]: 22537
Vetor_18[40]: 30217
Vetor_18[41]: 25711
Vetor_18[42]: 25210
Vetor_18[43]: 25934
Vetor_18[44]: 7140
Vetor_18[45]: 22814
Vetor_18[46]: 25583
Vetor_18[47]: 2988
Vetor_18[48]: 19671
Vetor_18[49]: 28000
Vetor_18[50]: 30739
Vetor_18[51]: 2497
Vetor_18[52]: 6997
Vetor_18[53]: 16112
Vetor_18[54]: 1673
Vetor_18[55]: 9783
Vetor_18[56]: 31409
Vetor_18[57]: 24034
Vetor_18[58]: 24797
Vetor_18[59]: 9974
Vetor_18[60]: 10628
Vetor_18[61]: 7551
Vetor_18[62]: 8204
Vetor_18[63]: 18583
Vetor_18[64]: 6990
Vetor_18[65]: 26448
Vetor_18[66]: 31559
Vetor_18[67]: 18972
Vetor_18[68]: 9568
Vetor_18[69]: 17529
Vetor_18[70]: 31732
Vetor_18[71]: 24799
Vetor_18[72]: 29433
Vetor_18[73]: 4425
Vetor_18[74]: 13046
Vetor_18[75]: 10441
Vetor_18[76]: 1199
Vetor_18[77]: 3854
Vetor_18[78]: 21294
Vetor_18[79]: 25796
Vetor_18[80]: 16144
Vetor_18[81]: 18478
Vetor_18[82]: 21825
Vetor_18[83]: 9075
Vetor_18[84]: 19594
Vetor_18[85]: 31347
Vetor_18[86]: 2204
Vetor_18[87]: 7200
Vetor_18[88]: 22152
Vetor_18[89]: 31655
Vetor_18[90]: 13750
Vetor_18[91]: 22518
Vetor_18[92]: 23006
Vetor_18[93]: 19553
Vetor_18[94]: 13717
Vetor_18[95]: 31600
Vetor_18[96]: 6759
Vetor_18[97]: 19742
Vetor_18[98]: 8852
Vetor_18[99]: 17425

		>>Vetor_18 - ORDENADO<<

Vetor_18[0]: 11550
Vetor_18[1]: 7536
Vetor_18[2]: 4665
Vetor_18[3]: 25932
Vetor_18[4]: 4027
Vetor_18[5]: 15783
Vetor_18[6]: 9133
Vetor_18[7]: 31723
Vetor_18[8]: 1841
Vetor_18[9]: 20623
Vetor_18[10]: 32085
Vetor_18[11]: 15633
Vetor_18[12]: 18850
Vetor_18[13]: 9940
Vetor_18[14]: 5120
Vetor_18[15]: 21989
Vetor_18[16]: 27880
Vetor_18[17]: 26357
Vetor_18[18]: 31741
Vetor_18[19]: 12806
Vetor_18[20]: 29820
Vetor_18[21]: 29596
Vetor_18[22]: 1574
Vetor_18[23]: 13434
Vetor_18[24]: 30358
Vetor_18[25]: 3115
Vetor_18[26]: 11806
Vetor_18[27]: 31975
Vetor_18[28]: 7318
Vetor_18[29]: 23447
Vetor_18[30]: 15830
Vetor_18[31]: 3333
Vetor_18[32]: 675
Vetor_18[33]: 27001
Vetor_18[34]: 19030
Vetor_18[35]: 25171
Vetor_18[36]: 14994
Vetor_18[37]: 8546
Vetor_18[38]: 28090
Vetor_18[39]: 22537
Vetor_18[40]: 30217
Vetor_18[41]: 25711
Vetor_18[42]: 25210
Vetor_18[43]: 25934
Vetor_18[44]: 7140
Vetor_18[45]: 22814
Vetor_18[46]: 25583
Vetor_18[47]: 2988
Vetor_18[48]: 19671
Vetor_18[49]: 28000
Vetor_18[50]: 30739
Vetor_18[51]: 2497
Vetor_18[52]: 6997
Vetor_18[53]: 16112
Vetor_18[54]: 1673
Vetor_18[55]: 9783
Vetor_18[56]: 31409
Vetor_18[57]: 24034
Vetor_18[58]: 24797
Vetor_18[59]: 9974
Vetor_18[60]: 10628
Vetor_18[61]: 7551
Vetor_18[62]: 8204
Vetor_18[63]: 18583
Vetor_18[64]: 6990
Vetor_18[65]: 26448
Vetor_18[66]: 31559
Vetor_18[67]: 18972
Vetor_18[68]: 9568
Vetor_18[69]: 17529
Vetor_18[70]: 31732
Vetor_18[71]: 24799
Vetor_18[72]: 29433
Vetor_18[73]: 4425
Vetor_18[74]: 13046
Vetor_18[75]: 10441
Vetor_18[76]: 1199
Vetor_18[77]: 3854
Vetor_18[78]: 21294
Vetor_18[79]: 25796
Vetor_18[80]: 16144
Vetor_18[81]: 18478
Vetor_18[82]: 21825
Vetor_18[83]: 9075
Vetor_18[84]: 19594
Vetor_18[85]: 31347
Vetor_18[86]: 2204
Vetor_18[87]: 7200
Vetor_18[88]: 22152
Vetor_18[89]: 31655
Vetor_18[90]: 13750
Vetor_18[91]: 22518
Vetor_18[92]: 23006
Vetor_18[93]: 19553
Vetor_18[94]: 13717
Vetor_18[95]: 31600
Vetor_18[96]: 6759
Vetor_18[97]: 19742
Vetor_18[98]: 8852
Vetor_18[99]: 17425

		>>Vetor_19 - ALEATORIO<<

Vetor_19[0]: 18318
Vetor_19[1]: 18202
Vetor_19[2]: 20050
Vetor_19[3]: 6594
Vetor_19[4]: 31768
Vetor_19[5]: 3929
Vetor_19[6]: 20029
Vetor_19[7]: 29004
Vetor_19[8]: 19419
Vetor_19[9]: 2088
Vetor_19[10]: 27070
Vetor_19[11]: 21047
Vetor_19[12]: 16142
Vetor_19[13]: 23544
Vetor_19[14]: 6232
Vetor_19[15]: 12685
Vetor_19[16]: 9182
Vetor_19[17]: 22604
Vetor_19[18]: 2383
Vetor_19[19]: 31249
Vetor_19[20]: 4184
Vetor_19[21]: 30735
Vetor_19[22]: 21680
Vetor_19[23]: 2349
Vetor_19[24]: 15241
Vetor_19[25]: 26667
Vetor_19[26]: 15761
Vetor_19[27]: 30764
Vetor_19[28]: 29156
Vetor_19[29]: 14935
Vetor_19[30]: 27034
Vetor_19[31]: 1449
Vetor_19[32]: 10468
Vetor_19[33]: 14896
Vetor_19[34]: 12741
Vetor_19[35]: 13127
Vetor_19[36]: 30194
Vetor_19[37]: 6284
Vetor_19[38]: 28769
Vetor_19[39]: 27555
Vetor_19[40]: 27784
Vetor_19[41]: 24843
Vetor_19[42]: 28765
Vetor_19[43]: 17543
Vetor_19[44]: 10135
Vetor_19[45]: 28143
Vetor_19[46]: 25027
Vetor_19[47]: 12641
Vetor_19[48]: 550
Vetor_19[49]: 20013
Vetor_19[50]: 30595
Vetor_19[51]: 14835
Vetor_19[52]: 17212
Vetor_19[53]: 20931
Vetor_19[54]: 4722
Vetor_19[55]: 2379
Vetor_19[56]: 16641
Vetor_19[57]: 12365
Vetor_19[58]: 7570
Vetor_19[59]: 26870
Vetor_19[60]: 16160
Vetor_19[61]: 32211
Vetor_19[62]: 32660
Vetor_19[63]: 31857
Vetor_19[64]: 3183
Vetor_19[65]: 25062
Vetor_19[66]: 17819
Vetor_19[67]: 20704
Vetor_19[68]: 9170
Vetor_19[69]: 17643
Vetor_19[70]: 27459
Vetor_19[71]: 5378
Vetor_19[72]: 21597
Vetor_19[73]: 26550
Vetor_19[74]: 25570
Vetor_19[75]: 3429
Vetor_19[76]: 13496
Vetor_19[77]: 6491
Vetor_19[78]: 18702
Vetor_19[79]: 6358
Vetor_19[80]: 26056
Vetor_19[81]: 32576
Vetor_19[82]: 21087
Vetor_19[83]: 22812
Vetor_19[84]: 26763
Vetor_19[85]: 9079
Vetor_19[86]: 31349
Vetor_19[87]: 21478
Vetor_19[88]: 2884
Vetor_19[89]: 15691
Vetor_19[90]: 30013
Vetor_19[91]: 8193
Vetor_19[92]: 12761
Vetor_19[93]: 26649
Vetor_19[94]: 23409
Vetor_19[95]: 29390
Vetor_19[96]: 32121
Vetor_19[97]: 15458
Vetor_19[98]: 12126
Vetor_19[99]: 8692

		>>Vetor_19 - ORDENADO<<

Vetor_19[0]: 18318
Vetor_19[1]: 18202
Vetor_19[2]: 20050
Vetor_19[3]: 6594
Vetor_19[4]: 31768
Vetor_19[5]: 3929
Vetor_19[6]: 20029
Vetor_19[7]: 29004
Vetor_19[8]: 19419
Vetor_19[9]: 2088
Vetor_19[10]: 27070
Vetor_19[11]: 21047
Vetor_19[12]: 16142
Vetor_19[13]: 23544
Vetor_19[14]: 6232
Vetor_19[15]: 12685
Vetor_19[16]: 9182
Vetor_19[17]: 22604
Vetor_19[18]: 2383
Vetor_19[19]: 31249
Vetor_19[20]: 4184
Vetor_19[21]: 30735
Vetor_19[22]: 21680
Vetor_19[23]: 2349
Vetor_19[24]: 15241
Vetor_19[25]: 26667
Vetor_19[26]: 15761
Vetor_19[27]: 30764
Vetor_19[28]: 29156
Vetor_19[29]: 14935
Vetor_19[30]: 27034
Vetor_19[31]: 1449
Vetor_19[32]: 10468
Vetor_19[33]: 14896
Vetor_19[34]: 12741
Vetor_19[35]: 13127
Vetor_19[36]: 30194
Vetor_19[37]: 6284
Vetor_19[38]: 28769
Vetor_19[39]: 27555
Vetor_19[40]: 27784
Vetor_19[41]: 24843
Vetor_19[42]: 28765
Vetor_19[43]: 17543
Vetor_19[44]: 10135
Vetor_19[45]: 28143
Vetor_19[46]: 25027
Vetor_19[47]: 12641
Vetor_19[48]: 550
Vetor_19[49]: 20013
Vetor_19[50]: 30595
Vetor_19[51]: 14835
Vetor_19[52]: 17212
Vetor_19[53]: 20931
Vetor_19[54]: 4722
Vetor_19[55]: 2379
Vetor_19[56]: 16641
Vetor_19[57]: 12365
Vetor_19[58]: 7570
Vetor_19[59]: 26870
Vetor_19[60]: 16160
Vetor_19[61]: 32211
Vetor_19[62]: 32660
Vetor_19[63]: 31857
Vetor_19[64]: 3183
Vetor_19[65]: 25062
Vetor_19[66]: 17819
Vetor_19[67]: 20704
Vetor_19[68]: 9170
Vetor_19[69]: 17643
Vetor_19[70]: 27459
Vetor_19[71]: 5378
Vetor_19[72]: 21597
Vetor_19[73]: 26550
Vetor_19[74]: 25570
Vetor_19[75]: 3429
Vetor_19[76]: 13496
Vetor_19[77]: 6491
Vetor_19[78]: 18702
Vetor_19[79]: 6358
Vetor_19[80]: 26056
Vetor_19[81]: 32576
Vetor_19[82]: 21087
Vetor_19[83]: 22812
Vetor_19[84]: 26763
Vetor_19[85]: 9079
Vetor_19[86]: 31349
Vetor_19[87]: 21478
Vetor_19[88]: 2884
Vetor_19[89]: 15691
Vetor_19[90]: 30013
Vetor_19[91]: 8193
Vetor_19[92]: 12761
Vetor_19[93]: 26649
Vetor_19[94]: 23409
Vetor_19[95]: 29390
Vetor_19[96]: 32121
Vetor_19[97]: 15458
Vetor_19[98]: 12126
Vetor_19[99]: 8692

		>>Vetor_20 - ALEATORIO<<

Vetor_20[0]: 17273
Vetor_20[1]: 18769
Vetor_20[2]: 2497
Vetor_20[3]: 13623
Vetor_20[4]: 1140
Vetor_20[5]: 6669
Vetor_20[6]: 9926
Vetor_20[7]: 20929
Vetor_20[8]: 28745
Vetor_20[9]: 15736
Vetor_20[10]: 1541
Vetor_20[11]: 23748
Vetor_20[12]: 17730
Vetor_20[13]: 3014
Vetor_20[14]: 9650
Vetor_20[15]: 1841
Vetor_20[16]: 11744
Vetor_20[17]: 3456
Vetor_20[18]: 5127
Vetor_20[19]: 28396
Vetor_20[20]: 14020
Vetor_20[21]: 10709
Vetor_20[22]: 13379
Vetor_20[23]: 24517
Vetor_20[24]: 23503
Vetor_20[25]: 3890
Vetor_20[26]: 21747
Vetor_20[27]: 8361
Vetor_20[28]: 28809
Vetor_20[29]: 2578
Vetor_20[30]: 31600
Vetor_20[31]: 8473
Vetor_20[32]: 26559
Vetor_20[33]: 15894
Vetor_20[34]: 2217
Vetor_20[35]: 6876
Vetor_20[36]: 15985
Vetor_20[37]: 30040
Vetor_20[38]: 6946
Vetor_20[39]: 31729
Vetor_20[40]: 3563
Vetor_20[41]: 31229
Vetor_20[42]: 21053
Vetor_20[43]: 11464
Vetor_20[44]: 2353
Vetor_20[45]: 11785
Vetor_20[46]: 22201
Vetor_20[47]: 1714
Vetor_20[48]: 27040
Vetor_20[49]: 21879
Vetor_20[50]: 19576
Vetor_20[51]: 3733
Vetor_20[52]: 3795
Vetor_20[53]: 18058
Vetor_20[54]: 4485
Vetor_20[55]: 18404
Vetor_20[56]: 21956
Vetor_20[57]: 29790
Vetor_20[58]: 28245
Vetor_20[59]: 13262
Vetor_20[60]: 27443
Vetor_20[61]: 1986
Vetor_20[62]: 6989
Vetor_20[63]: 20662
Vetor_20[64]: 7500
Vetor_20[65]: 31306
Vetor_20[66]: 16261
Vetor_20[67]: 11748
Vetor_20[68]: 28804
Vetor_20[69]: 26527
Vetor_20[70]: 19660
Vetor_20[71]: 26490
Vetor_20[72]: 31684
Vetor_20[73]: 2330
Vetor_20[74]: 23788
Vetor_20[75]: 7849
Vetor_20[76]: 20425
Vetor_20[77]: 3985
Vetor_20[78]: 29743
Vetor_20[79]: 16932
Vetor_20[80]: 28107
Vetor_20[81]: 20337
Vetor_20[82]: 19745
Vetor_20[83]: 15061
Vetor_20[84]: 4444
Vetor_20[85]: 29453
Vetor_20[86]: 4504
Vetor_20[87]: 20688
Vetor_20[88]: 20884
Vetor_20[89]: 10038
Vetor_20[90]: 9458
Vetor_20[91]: 23685
Vetor_20[92]: 23915
Vetor_20[93]: 30220
Vetor_20[94]: 25502
Vetor_20[95]: 6201
Vetor_20[96]: 22374
Vetor_20[97]: 17427
Vetor_20[98]: 31710
Vetor_20[99]: 9655

		>>Vetor_20 - ORDENADO<<

Vetor_20[0]: 17273
Vetor_20[1]: 18769
Vetor_20[2]: 2497
Vetor_20[3]: 13623
Vetor_20[4]: 1140
Vetor_20[5]: 6669
Vetor_20[6]: 9926
Vetor_20[7]: 20929
Vetor_20[8]: 28745
Vetor_20[9]: 15736
Vetor_20[10]: 1541
Vetor_20[11]: 23748
Vetor_20[12]: 17730
Vetor_20[13]: 3014
Vetor_20[14]: 9650
Vetor_20[15]: 1841
Vetor_20[16]: 11744
Vetor_20[17]: 3456
Vetor_20[18]: 5127
Vetor_20[19]: 28396
Vetor_20[20]: 14020
Vetor_20[21]: 10709
Vetor_20[22]: 13379
Vetor_20[23]: 24517
Vetor_20[24]: 23503
Vetor_20[25]: 3890
Vetor_20[26]: 21747
Vetor_20[27]: 8361
Vetor_20[28]: 28809
Vetor_20[29]: 2578
Vetor_20[30]: 31600
Vetor_20[31]: 8473
Vetor_20[32]: 26559
Vetor_20[33]: 15894
Vetor_20[34]: 2217
Vetor_20[35]: 6876
Vetor_20[36]: 15985
Vetor_20[37]: 30040
Vetor_20[38]: 6946
Vetor_20[39]: 31729
Vetor_20[40]: 3563
Vetor_20[41]: 31229
Vetor_20[42]: 21053
Vetor_20[43]: 11464
Vetor_20[44]: 2353
Vetor_20[45]: 11785
Vetor_20[46]: 22201
Vetor_20[47]: 1714
Vetor_20[48]: 27040
Vetor_20[49]: 21879
Vetor_20[50]: 19576
Vetor_20[51]: 3733
Vetor_20[52]: 3795
Vetor_20[53]: 18058
Vetor_20[54]: 4485
Vetor_20[55]: 18404
Vetor_20[56]: 21956
Vetor_20[57]: 29790
Vetor_20[58]: 28245
Vetor_20[59]: 13262
Vetor_20[60]: 27443
Vetor_20[61]: 1986
Vetor_20[62]: 6989
Vetor_20[63]: 20662
Vetor_20[64]: 7500
Vetor_20[65]: 31306
Vetor_20[66]: 16261
Vetor_20[67]: 11748
Vetor_20[68]: 28804
Vetor_20[69]: 26527
Vetor_20[70]: 19660
Vetor_20[71]: 26490
Vetor_20[72]: 31684
Vetor_20[73]: 2330
Vetor_20[74]: 23788
Vetor_20[75]: 7849
Vetor_20[76]: 20425
Vetor_20[77]: 3985
Vetor_20[78]: 29743
Vetor_20[79]: 16932
Vetor_20[80]: 28107
Vetor_20[81]: 20337
Vetor_20[82]: 19745
Vetor_20[83]: 15061
Vetor_20[84]: 4444
Vetor_20[85]: 29453
Vetor_20[86]: 4504
Vetor_20[87]: 20688
Vetor_20[88]: 20884
Vetor_20[89]: 10038
Vetor_20[90]: 9458
Vetor_20[91]: 23685
Vetor_20[92]: 23915
Vetor_20[93]: 30220
Vetor_20[94]: 25502
Vetor_20[95]: 6201
Vetor_20[96]: 22374
Vetor_20[97]: 17427
Vetor_20[98]: 31710
Vetor_20[99]: 9655

		>>QUICK SORT<<

		>>Vetor_1 - ALEATORIO<<

Vetor_1[0]: 4383
Vetor_1[1]: 21335
Vetor_1[2]: 14021
Vetor_1[3]: 24813
Vetor_1[4]: 11536
Vetor_1[5]: 20739
Vetor_1[6]: 21385
Vetor_1[7]: 10890
Vetor_1[8]: 19642
Vetor_1[9]: 26558
Vetor_1[10]: 27752
Vetor_1[11]: 3578
Vetor_1[12]: 18556
Vetor_1[13]: 29055
Vetor_1[14]: 2637
Vetor_1[15]: 27665
Vetor_1[16]: 19245
Vetor_1[17]: 17875
Vetor_1[18]: 24163
Vetor_1[19]: 18903
Vetor_1[20]: 15359
Vetor_1[21]: 3118
Vetor_1[22]: 6944
Vetor_1[23]: 21888
Vetor_1[24]: 32681
Vetor_1[25]: 2174
Vetor_1[26]: 24193
Vetor_1[27]: 14239
Vetor_1[28]: 21701
Vetor_1[29]: 5638
Vetor_1[30]: 4503
Vetor_1[31]: 1174
Vetor_1[32]: 20342
Vetor_1[33]: 17514
Vetor_1[34]: 24898
Vetor_1[35]: 25169
Vetor_1[36]: 14415
Vetor_1[37]: 19206
Vetor_1[38]: 13373
Vetor_1[39]: 13876
Vetor_1[40]: 21104
Vetor_1[41]: 18052
Vetor_1[42]: 16986
Vetor_1[43]: 28497
Vetor_1[44]: 19698
Vetor_1[45]: 29870
Vetor_1[46]: 12559
Vetor_1[47]: 16607
Vetor_1[48]: 25478
Vetor_1[49]: 25216
Vetor_1[50]: 22834
Vetor_1[51]: 24807
Vetor_1[52]: 29272
Vetor_1[53]: 16514
Vetor_1[54]: 6657
Vetor_1[55]: 8001
Vetor_1[56]: 314
Vetor_1[57]: 20821
Vetor_1[58]: 23909
Vetor_1[59]: 26815
Vetor_1[60]: 2558
Vetor_1[61]: 9867
Vetor_1[62]: 12664
Vetor_1[63]: 2728
Vetor_1[64]: 32291
Vetor_1[65]: 8124
Vetor_1[66]: 6980
Vetor_1[67]: 19048
Vetor_1[68]: 20405
Vetor_1[69]: 24533
Vetor_1[70]: 1742
Vetor_1[71]: 9605
Vetor_1[72]: 366
Vetor_1[73]: 11444
Vetor_1[74]: 30803
Vetor_1[75]: 19925
Vetor_1[76]: 545
Vetor_1[77]: 27890
Vetor_1[78]: 25297
Vetor_1[79]: 13807
Vetor_1[80]: 22361
Vetor_1[81]: 14336
Vetor_1[82]: 18377
Vetor_1[83]: 16863
Vetor_1[84]: 23357
Vetor_1[85]: 11382
Vetor_1[86]: 1091
Vetor_1[87]: 28702
Vetor_1[88]: 4534
Vetor_1[89]: 167
Vetor_1[90]: 28436
Vetor_1[91]: 3777
Vetor_1[92]: 22740
Vetor_1[93]: 377
Vetor_1[94]: 11356
Vetor_1[95]: 20720
Vetor_1[96]: 30830
Vetor_1[97]: 29556
Vetor_1[98]: 23122
Vetor_1[99]: 22682

		>>Vetor_1 - ORDENADO<<

Vetor_1[0]: 4383
Vetor_1[1]: 21335
Vetor_1[2]: 14021
Vetor_1[3]: 24813
Vetor_1[4]: 11536
Vetor_1[5]: 20739
Vetor_1[6]: 21385
Vetor_1[7]: 10890
Vetor_1[8]: 19642
Vetor_1[9]: 26558
Vetor_1[10]: 27752
Vetor_1[11]: 3578
Vetor_1[12]: 18556
Vetor_1[13]: 29055
Vetor_1[14]: 2637
Vetor_1[15]: 27665
Vetor_1[16]: 19245
Vetor_1[17]: 17875
Vetor_1[18]: 24163
Vetor_1[19]: 18903
Vetor_1[20]: 15359
Vetor_1[21]: 3118
Vetor_1[22]: 6944
Vetor_1[23]: 21888
Vetor_1[24]: 32681
Vetor_1[25]: 2174
Vetor_1[26]: 24193
Vetor_1[27]: 14239
Vetor_1[28]: 21701
Vetor_1[29]: 5638
Vetor_1[30]: 4503
Vetor_1[31]: 1174
Vetor_1[32]: 20342
Vetor_1[33]: 17514
Vetor_1[34]: 24898
Vetor_1[35]: 25169
Vetor_1[36]: 14415
Vetor_1[37]: 19206
Vetor_1[38]: 13373
Vetor_1[39]: 13876
Vetor_1[40]: 21104
Vetor_1[41]: 18052
Vetor_1[42]: 16986
Vetor_1[43]: 28497
Vetor_1[44]: 19698
Vetor_1[45]: 29870
Vetor_1[46]: 12559
Vetor_1[47]: 16607
Vetor_1[48]: 25478
Vetor_1[49]: 25216
Vetor_1[50]: 22834
Vetor_1[51]: 24807
Vetor_1[52]: 29272
Vetor_1[53]: 16514
Vetor_1[54]: 6657
Vetor_1[55]: 8001
Vetor_1[56]: 314
Vetor_1[57]: 20821
Vetor_1[58]: 23909
Vetor_1[59]: 26815
Vetor_1[60]: 2558
Vetor_1[61]: 9867
Vetor_1[62]: 12664
Vetor_1[63]: 2728
Vetor_1[64]: 32291
Vetor_1[65]: 8124
Vetor_1[66]: 6980
Vetor_1[67]: 19048
Vetor_1[68]: 20405
Vetor_1[69]: 24533
Vetor_1[70]: 1742
Vetor_1[71]: 9605
Vetor_1[72]: 366
Vetor_1[73]: 11444
Vetor_1[74]: 30803
Vetor_1[75]: 19925
Vetor_1[76]: 545
Vetor_1[77]: 27890
Vetor_1[78]: 25297
Vetor_1[79]: 13807
Vetor_1[80]: 22361
Vetor_1[81]: 14336
Vetor_1[82]: 18377
Vetor_1[83]: 16863
Vetor_1[84]: 23357
Vetor_1[85]: 11382
Vetor_1[86]: 1091
Vetor_1[87]: 28702
Vetor_1[88]: 4534
Vetor_1[89]: 167
Vetor_1[90]: 28436
Vetor_1[91]: 3777
Vetor_1[92]: 22740
Vetor_1[93]: 377
Vetor_1[94]: 11356
Vetor_1[95]: 20720
Vetor_1[96]: 30830
Vetor_1[97]: 29556
Vetor_1[98]: 23122
Vetor_1[99]: 22682

		>>Vetor_2 - ALEATORIO<<

Vetor_2[0]: 24769
Vetor_2[1]: 21611
Vetor_2[2]: 1950
Vetor_2[3]: 1571
Vetor_2[4]: 14891
Vetor_2[5]: 26491
Vetor_2[6]: 15045
Vetor_2[7]: 18664
Vetor_2[8]: 31087
Vetor_2[9]: 15930
Vetor_2[10]: 30505
Vetor_2[11]: 22297
Vetor_2[12]: 29950
Vetor_2[13]: 2146
Vetor_2[14]: 21609
Vetor_2[15]: 13677
Vetor_2[16]: 31749
Vetor_2[17]: 132
Vetor_2[18]: 27301
Vetor_2[19]: 1043
Vetor_2[20]: 13385
Vetor_2[21]: 25176
Vetor_2[22]: 16261
Vetor_2[23]: 18337
Vetor_2[24]: 3925
Vetor_2[25]: 6994
Vetor_2[26]: 1149
Vetor_2[27]: 15949
Vetor_2[28]: 6872
Vetor_2[29]: 26997
Vetor_2[30]: 2639
Vetor_2[31]: 5471
Vetor_2[32]: 12361
Vetor_2[33]: 23660
Vetor_2[34]: 3537
Vetor_2[35]: 4838
Vetor_2[36]: 18380
Vetor_2[37]: 27863
Vetor_2[38]: 16880
Vetor_2[39]: 1962
Vetor_2[40]: 29273
Vetor_2[41]: 7651
Vetor_2[42]: 15093
Vetor_2[43]: 7523
Vetor_2[44]: 16155
Vetor_2[45]: 23837
Vetor_2[46]: 7943
Vetor_2[47]: 21800
Vetor_2[48]: 4118
Vetor_2[49]: 5256
Vetor_2[50]: 16369
Vetor_2[51]: 18986
Vetor_2[52]: 8717
Vetor_2[53]: 8940
Vetor_2[54]: 550
Vetor_2[55]: 3234
Vetor_2[56]: 19363
Vetor_2[57]: 11890
Vetor_2[58]: 13570
Vetor_2[59]: 10504
Vetor_2[60]: 14272
Vetor_2[61]: 1390
Vetor_2[62]: 16467
Vetor_2[63]: 12166
Vetor_2[64]: 7990
Vetor_2[65]: 380
Vetor_2[66]: 19224
Vetor_2[67]: 20396
Vetor_2[68]: 17829
Vetor_2[69]: 8398
Vetor_2[70]: 16265
Vetor_2[71]: 23653
Vetor_2[72]: 15772
Vetor_2[73]: 18884
Vetor_2[74]: 20567
Vetor_2[75]: 19498
Vetor_2[76]: 14336
Vetor_2[77]: 27837
Vetor_2[78]: 25396
Vetor_2[79]: 2421
Vetor_2[80]: 25266
Vetor_2[81]: 30766
Vetor_2[82]: 1174
Vetor_2[83]: 10105
Vetor_2[84]: 6764
Vetor_2[85]: 21233
Vetor_2[86]: 18616
Vetor_2[87]: 20240
Vetor_2[88]: 29676
Vetor_2[89]: 20703
Vetor_2[90]: 15842
Vetor_2[91]: 30709
Vetor_2[92]: 24661
Vetor_2[93]: 21920
Vetor_2[94]: 21483
Vetor_2[95]: 16947
Vetor_2[96]: 28882
Vetor_2[97]: 6594
Vetor_2[98]: 23804
Vetor_2[99]: 989

		>>Vetor_2 - ORDENADO<<

Vetor_2[0]: 24769
Vetor_2[1]: 21611
Vetor_2[2]: 1950
Vetor_2[3]: 1571
Vetor_2[4]: 14891
Vetor_2[5]: 26491
Vetor_2[6]: 15045
Vetor_2[7]: 18664
Vetor_2[8]: 31087
Vetor_2[9]: 15930
Vetor_2[10]: 30505
Vetor_2[11]: 22297
Vetor_2[12]: 29950
Vetor_2[13]: 2146
Vetor_2[14]: 21609
Vetor_2[15]: 13677
Vetor_2[16]: 31749
Vetor_2[17]: 132
Vetor_2[18]: 27301
Vetor_2[19]: 1043
Vetor_2[20]: 13385
Vetor_2[21]: 25176
Vetor_2[22]: 16261
Vetor_2[23]: 18337
Vetor_2[24]: 3925
Vetor_2[25]: 6994
Vetor_2[26]: 1149
Vetor_2[27]: 15949
Vetor_2[28]: 6872
Vetor_2[29]: 26997
Vetor_2[30]: 2639
Vetor_2[31]: 5471
Vetor_2[32]: 12361
Vetor_2[33]: 23660
Vetor_2[34]: 3537
Vetor_2[35]: 4838
Vetor_2[36]: 18380
Vetor_2[37]: 27863
Vetor_2[38]: 16880
Vetor_2[39]: 1962
Vetor_2[40]: 29273
Vetor_2[41]: 7651
Vetor_2[42]: 15093
Vetor_2[43]: 7523
Vetor_2[44]: 16155
Vetor_2[45]: 23837
Vetor_2[46]: 7943
Vetor_2[47]: 21800
Vetor_2[48]: 4118
Vetor_2[49]: 5256
Vetor_2[50]: 16369
Vetor_2[51]: 18986
Vetor_2[52]: 8717
Vetor_2[53]: 8940
Vetor_2[54]: 550
Vetor_2[55]: 3234
Vetor_2[56]: 19363
Vetor_2[57]: 11890
Vetor_2[58]: 13570
Vetor_2[59]: 10504
Vetor_2[60]: 14272
Vetor_2[61]: 1390
Vetor_2[62]: 16467
Vetor_2[63]: 12166
Vetor_2[64]: 7990
Vetor_2[65]: 380
Vetor_2[66]: 19224
Vetor_2[67]: 20396
Vetor_2[68]: 17829
Vetor_2[69]: 8398
Vetor_2[70]: 16265
Vetor_2[71]: 23653
Vetor_2[72]: 15772
Vetor_2[73]: 18884
Vetor_2[74]: 20567
Vetor_2[75]: 19498
Vetor_2[76]: 14336
Vetor_2[77]: 27837
Vetor_2[78]: 25396
Vetor_2[79]: 2421
Vetor_2[80]: 25266
Vetor_2[81]: 30766
Vetor_2[82]: 1174
Vetor_2[83]: 10105
Vetor_2[84]: 6764
Vetor_2[85]: 21233
Vetor_2[86]: 18616
Vetor_2[87]: 20240
Vetor_2[88]: 29676
Vetor_2[89]: 20703
Vetor_2[90]: 15842
Vetor_2[91]: 30709
Vetor_2[92]: 24661
Vetor_2[93]: 21920
Vetor_2[94]: 21483
Vetor_2[95]: 16947
Vetor_2[96]: 28882
Vetor_2[97]: 6594
Vetor_2[98]: 23804
Vetor_2[99]: 989

		>>Vetor_3 - ALEATORIO<<

Vetor_3[0]: 8862
Vetor_3[1]: 31693
Vetor_3[2]: 28300
Vetor_3[3]: 19993
Vetor_3[4]: 12293
Vetor_3[5]: 20662
Vetor_3[6]: 698
Vetor_3[7]: 14874
Vetor_3[8]: 20134
Vetor_3[9]: 14380
Vetor_3[10]: 16520
Vetor_3[11]: 26975
Vetor_3[12]: 14088
Vetor_3[13]: 2991
Vetor_3[14]: 21063
Vetor_3[15]: 30854
Vetor_3[16]: 168
Vetor_3[17]: 31956
Vetor_3[18]: 31500
Vetor_3[19]: 22239
Vetor_3[20]: 29667
